formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
2	C41H72N8O11	[M + H3N + H]+	C41H76N9O11+	Amino acids and Peptides	0.935	Oligopeptides	0.995	Lipopeptides	0.786	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.986	Amino acids, peptides, and analogues	0.972	Peptides	0.664	Peptides	0.664	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	870.566	28	0.460	839408661203031205	839408476783673121	839408476783673120	24	
6	C44H58N2O2	[M + H]+	C44H59N2O2+	Alkaloids	0.245	Flavonoids	0.206	Chalcones	0.281	Benzenoids	0.995	Benzene and substituted derivatives	0.970	Phenylpropanes	0.969			Phenylpropanes	0.969	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	647.459	28	0.466	839408606060514600	839408474850098885	839408474833321668	1	
2	C36H73NO2	[M - H2O + H]+	C36H72NO+	Fatty acids	1.000	Spingolipids	1.000	Ceramides	1.000	Lipids and lipid-like molecules	0.997	Sphingolipids	0.983	Ceramides	0.995	Long-chain ceramides	0.812	Long-chain ceramides	0.812	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	534.561	29	0.477	839408599190244350	839408476678815513	839408476674621208	22	
3	C42H64O7	[M + H3N + H]+	C42H68NO7+	Terpenoids	0.981	Triterpenoids	0.932	Ursane and Taraxastane triterpenoids	0.316	Lipids and lipid-like molecules	0.960	Prenol lipids	0.859	Triterpenoids	0.743			Triterpenoids	0.743	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	698.500	29	0.484	839408602075925566	839408477471539025	839408477471539024	36	
3	C34H67NO	[M + H]+	C34H68NO+	Fatty acids	1.000	Fatty amides	0.995	N-acyl amines	0.713	Lipids and lipid-like molecules	0.985	Fatty Acyls	0.979	Fatty amides	0.981	N-acyl amines	0.928	N-acyl amines	0.928	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	506.530	29	0.485	839408599618063362	839408477370875721	839408477370875720	34	
2	C55H72N4O6	[M + H]+	C55H73N4O6+	Alkaloids	0.980	Tryptophan alkaloids	0.062	Pyrrole alkaloids	0.016	Organoheterocyclic compounds	0.999	Tetrapyrroles and derivatives	0.999					Tetrapyrroles and derivatives	0.999	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	885.552	29	0.485	839408650012627741	839408477580590937	839408477580590936	38	
1	C40H60O7	[M + H3N + H]+	C40H64NO7+	Terpenoids	0.990	Triterpenoids	0.932	Ursane and Taraxastane triterpenoids	0.287	Lipids and lipid-like molecules	0.984	Prenol lipids	0.870	Triterpenoids	0.737			Triterpenoids	0.737	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	670.468	29	0.486	839408604500233398	839408476733341469	839408476733341468	23	
1	C34H62O	[M + H3N + H]+	C34H66NO+	Terpenoids	0.849	Steroids	0.170	Prenyl quinone meroterpenoids	0.290	Lipids and lipid-like molecules	0.875	Prenol lipids	0.661					Prenol lipids	0.661	Organic compounds; Lipids and lipid-like molecules; Ethers; Prenol lipids; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	504.514	29	0.487	839409213630626329	839408477635116893	839408477635116892	39	
3	C32H62O	[M + H3N + H]+	C32H66NO+	Terpenoids	0.844	Steroids	0.366	Cholestane steroids	0.254	Lipids and lipid-like molecules	0.907	Prenol lipids	0.506					Prenol lipids	0.506	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	480.515	29	0.488	839408987779936860	839408477312155461	839408477312155460	33	
5	C12H15FN4O3S	[M - H2O + H]+	C12H14FN4O2S+	Alkaloids	0.561	Histidine alkaloids	0.022	Imidazole alkaloids	0.022	Benzenoids	0.929	Benzene and substituted derivatives	0.951	Halobenzenes	0.847	Fluorobenzenes	0.874	Fluorobenzenes	0.874	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Sulfonyls; Diazines; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	297.082	29	0.488	839408606568025409	839408477828054893	839408477828054892	43	
2	C28H57NO	[M + H]+	C28H58NO+	Fatty acids	0.996	Fatty amides	0.994	N-acyl amines	0.539	Lipids and lipid-like molecules	0.941	Fatty Acyls	0.940	Fatty amides	0.931	N-acyl amines	0.815	N-acyl amines	0.815	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	424.451	29	0.489	839408602608602197	839408478104878981	839408478104878980	49	
1	C32H60O	[M + H3N + H]+	C32H64NO+	Terpenoids	0.972	Meroterpenoids	0.256	Prenyl quinone meroterpenoids	0.647	Lipids and lipid-like molecules	0.893	Prenol lipids	0.688	Diterpenoids	0.541			Diterpenoids	0.541	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Carboxylic acid esters; Diterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	478.498	29	0.489	839409197222508831	839408477966466937	839408477962272632	46	
1	C18H26N4O11S	[M - H2O + H]+	C18H25N4O10S+	Carbohydrates	0.749	Nucleosides	0.486	Pyrimidine nucleosides	0.547	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.900	Amino acids, peptides, and analogues	0.765	Amino acids and derivatives	0.763	Alpha amino acids and derivatives	0.690	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Beta lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Organic sulfuric acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Diazines; Secondary alcohols; Carbonyl compounds; Hydropyrimidines; Amines; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	489.129	29	0.489	839409444195712611	839408477916135285	839408477916135284	45	
6	C12H15ClN2O3Si	[M - H2O + H]+	C12H14ClN2O2Si+	Alkaloids	0.747	Tryptophan alkaloids	0.319	Benzodiazepine alkaloids	0.177	Benzenoids	0.803	Benzene and substituted derivatives	0.555	Halobenzenes	0.483	Chlorobenzenes	0.540	Chlorobenzenes	0.540	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Chlorobenzenes; Organochlorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	281.051	29	0.489	839408609780862346	839408477781917545	839408477781917544	42	
1	C34H60O	[M + H3N + H]+	C34H64NO+	Terpenoids	0.882	Steroids	0.102	Prenyl quinone meroterpenoids	0.420	Lipids and lipid-like molecules	0.961	Prenol lipids	0.801					Prenol lipids	0.801	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Primary alcohols; Organooxygen compounds; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	502.498	29	0.490	839408906091671626	839408478058741633	839408478058741632	48	
8	C11H8ClNO	[M + H3N + H]+	C11H12ClN2O+	Alkaloids	0.853	Tryptophan alkaloids	0.433	Simple oxindole alkaloids	0.103	Benzenoids	0.992	Benzene and substituted derivatives	0.858	Halobenzenes	0.667	Chlorobenzenes	0.639	Chlorobenzenes	0.639	Organic compounds; Halobenzenes; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl chlorides; Chlorobenzenes; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	223.064	29	0.490	839408652323689417	839408477739974501	839408477735780196	41	
2	C12H36O6Si6	[M + H]+	C12H37O6Si6+	Fatty acids	0.344	Monoterpenoids	0.100	Halogenated fatty acids	0.063	Organometallic compounds	0.831	Organometalloid compounds	0.831	Organoarsenic compounds	0.177	Oxygen-containing organoarsenic compounds	0.211	Alkylarsine oxides	0.509	Organic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Alkylarsine oxides; Chemical entities	445.120	29	0.491	839408642647429617	839408478012604285	839408478008409980	47	
2	C29H48O15	[M + H]+	C29H49O15+	Terpenoids	0.624	Monoterpenoids	0.836	Secoiridoid monoterpenoids	0.854	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.981	Glycosyl compounds	0.771	O-glycosyl compounds	0.825	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	637.304	29	0.491	839408675040040685	839408478151016329	839408478151016328	50	
3	C30H58O	[M + H3N + H]+	C30H62NO+	Fatty acids	0.971	Fatty esters	0.788	Wax monoesters	0.588	Lipids and lipid-like molecules	0.827	Fatty Acyls	0.813					Fatty Acyls	0.813	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	452.483	29	0.491	839408733504446946	839408477530259285	839408477530259284	37	
1	C24H46O	[M + H3N + H]+	C24H50NO+	Fatty acids	0.951	Fatty acyls	0.869	Fatty alcohols	0.531	Lipids and lipid-like molecules	0.688	Fatty Acyls	0.586					Fatty Acyls	0.586	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	368.389	30	0.494	839409243619900197	839408478293622677	839408478293622676	53	
1	C29H48O15	[M + H3N + H]+	C29H52NO15+	Terpenoids	0.892	Monoterpenoids	0.949	Secoiridoid monoterpenoids	0.946	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.988	Glycosyl compounds	0.869	O-glycosyl compounds	0.892	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	654.332	30	0.495	839409358568996109	839408478197153677	839408478197153676	51	
1	C33H38O6	[M + H]+	C33H39O6+	Shikimates and Phenylpropanoids	0.720	Lignans	0.278	Neolignans	0.267	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Ethers	0.786	Alkyl aryl ethers	0.534	Alkyl aryl ethers	0.534	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	531.274	30	0.497	839408625886990209	839408476938862381	839408476938862380	27	
